BusinessEntityID,PersonType,NameStyle,FirstName,LastName,EmailPromotion
6095,IN,0,Beth,Gill,2
6096,IN,0,Noah,Powell,0
6097,IN,0,Noah,Long,0
6098,IN,0,Beth,Vazquez,1
6099,IN,0,Noah,Patterson,0
6100,IN,0,Beth,Blanco,0
6101,IN,0,Noah,Hughes,0
6102,IN,0,Noah,Flores,0
6103,IN,0,Noah,Washington,1
6104,IN,0,Beth,Serrano,0
6105,IN,0,Noah,Butler,0
6106,IN,0,Beth,Carlson,1
6107,IN,0,Beth,Suarez,0
6108,IN,0,Noah,Simmons,0
6109,IN,0,Noah,Foster,0
6110,IN,0,Daisy,Gill,2
6111,IN,0,Beth,Sanz,0
6112,IN,0,Noah,Gonzales,0
6113,IN,0,Noah,Bryant,1
6114,IN,0,Noah,Alexander,2
6115,IN,0,Noah,Russell,0
6116,IN,0,Noah,Griffin,2
6117,IN,0,Beth,Rubio,0
6118,IN,0,Noah,Diaz,0
6119,IN,0,Beth,Ortega,1
6120,IN,0,Noah,Hayes,2
6121,IN,0,Latasha,Martin,0
6122,IN,0,Latasha,Gomez,0
6123,IN,0,Noah,Zhang,0
6124,IN,0,Noah,Chen,0
6125,IN,0,Latasha,Rowe,2
6126,IN,0,Latasha,Diaz,0
6127,IN,0,Noah,Yang,1
6128,IN,0,Latasha,Alvarez,0
6129,IN,0,Noah,Lal,1
6130,IN,0,Latasha,Jimenez,0
6131,IN,0,Daisy,Vazquez,0
6132,IN,0,Latasha,Moreno,0
6133,IN,0,Latasha,Munoz,2
6134,IN,0,Latasha,Alonso,0
6135,IN,0,Latasha,Romero,0
6136,IN,0,Noah,Shan,0
6137,IN,0,Noah,Jai,0
6138,IN,0,Latasha,Navarro,1
6139,IN,0,Robert,Ross,0
6140,IN,0,Robert,Henderson,2
6141,IN,0,Robert,Coleman,0
6142,IN,0,Latasha,Gutierrez,1
6143,IN,0,Robert,Jenkins,0
6144,IN,0,Robert,Perry,1
6145,IN,0,Latasha,Dominguez,0
6146,IN,0,Robert,Powell,0
6147,IN,0,Robert,Long,2
6148,IN,0,Latasha,Gill,0
6149,IN,0,Robert,Patterson,0
6150,IN,0,Latasha,Vazquez,0
6151,IN,0,Daisy,Blanco,0
6152,IN,0,Latasha,Bradley,1
6153,IN,0,Latasha,Serrano,0
6154,IN,0,Robert,Flores,1
6155,IN,0,Robert,Washington,0
6156,IN,0,Latasha,Ramos,0
6157,IN,0,Robert,Butler,0
6158,IN,0,Latasha,Carlson,2
6159,IN,0,Latasha,Suarez,0
6160,IN,0,Latasha,Sanz,0
6161,IN,0,Robert,Foster,0
6162,IN,0,Latasha,Rubio,0
6163,IN,0,Robert,Bryant,2
6164,IN,0,Latasha,Ortega,0
6165,IN,0,Robert,Alexander,0
6166,IN,0,Robert,Russell,0
6167,IN,0,Cheryl,Martin,0
6168,IN,0,Robert,Griffin,0
6169,IN,0,Robert,Diaz,1
6170,IN,0,Robert,Hayes,2
6171,IN,0,Robert,Zhang,0
6172,IN,0,Daisy,Serrano,1
6173,IN,0,Cheryl,Ruiz,0
6174,IN,0,Cheryl,Diaz,1
6175,IN,0,Cheryl,Hernandez,2
6176,IN,0,Robert,Wang,2
6177,IN,0,Cheryl,Alvarez,0
6178,IN,0,Robert,Chen,2
6179,IN,0,Robert,Li,0
6180,IN,0,Cheryl,Jiménez,0
6181,IN,0,Robert,Yang,0
6182,IN,0,Cheryl,Moreno,0
6183,IN,0,Cheryl,Munoz,2
6184,IN,0,Cheryl,Alan,0
6185,IN,0,Cheryl,Romero,0
6186,IN,0,Robert,Kumar,0
6187,IN,0,Robert,Lal,0
6188,IN,0,Cheryl,Navarro,0
6189,IN,0,Daisy,Ramos,0
6190,IN,0,Cheryl,Gutierrez,2
6191,IN,0,Robert,Shan,0
6192,IN,0,Robert,Jai,2
6193,IN,0,Cheryl,Torres,0
6194,IN,0,Jose,Ross,0
6195,IN,0,Jose,Henderson,0
6196,IN,0,Jose,Coleman,2
6197,IN,0,Cheryl,Dominguez,1
6198,IN,0,Jose,Jenkins,0
6199,IN,0,Cheryl,Gill,0
6200,IN,0,Jose,Perry,2
6201,IN,0,Cheryl,Vazquez,0
6202,IN,0,Cheryl,Blanco,1
6203,IN,0,Jose,Long,1
6204,IN,0,Cheryl,Serrano,1
6205,IN,0,Jose,Patterson,2
6206,IN,0,Cheryl,Ramos,0
6207,IN,0,Jose,Hughes,2
6208,IN,0,Cheryl,Carlson,2
6209,IN,0,Christian,Simmons,0
6210,IN,0,Cheryl,Suarez,0
6211,IN,0,Christian,Foster,0
6212,IN,0,Christian,Gonzales,0
6213,IN,0,Christian,Bryant,2
6214,IN,0,Daisy,Carlson,0
6215,IN,0,Cheryl,Sanz,0
6216,IN,0,Christian,Alexander,0
6217,IN,0,Christian,Russell,1
6218,IN,0,Christian,Griffin,1
6219,IN,0,Cheryl,Ortega,0
6220,IN,0,Christian,Hayes,0
6221,IN,0,Janet,Martin,2
6222,IN,0,Janet,Gomez,2
6223,IN,0,Christian,Zhang,0
6224,IN,0,Janet,Ruiz,1
6225,IN,0,Janet,Diaz,0
6226,IN,0,Christian,Wang,0
6227,IN,0,Christian,Chen,1
6228,IN,0,Christian,Yang,0
6229,IN,0,Janet,Alvarez,0
6230,IN,0,Janet,Jimenez,0
6231,IN,0,Christian,Kumar,2
6232,IN,0,Christian,Lal,0
6233,IN,0,Christian,Sharma,1
6234,IN,0,Damien,Liu,1
6235,IN,0,Daisy,Suarez,0
6236,IN,0,Janet,Moreno,2
6237,IN,0,Christian,Shan,2
6238,IN,0,Janet,Munoz,1
6239,IN,0,Janet,Alonso,2
6240,IN,0,Austin,Henderson,1
6241,IN,0,Janet,Romero,1
6242,IN,0,Austin,Coleman,0
6243,IN,0,Austin,Jenkins,1
6244,IN,0,Janet,Navarro,0
6245,IN,0,Austin,Perry,1
6246,IN,0,Austin,Powell,1
6247,IN,0,Austin,Long,2
6248,IN,0,Janet,Gutierrez,1
6249,IN,0,Austin,Patterson,1
6250,IN,0,Austin,Hughes,1
6251,IN,0,Austin,Flores,0
6252,IN,0,Austin,Washington,0
6253,IN,0,Janet,Torres,0
6254,IN,0,Austin,Butler,2
6255,IN,0,Austin,Simmons,0
6256,IN,0,Janet,Dominguez,0
6257,IN,0,Janet,Gill,2
6258,IN,0,Austin,Foster,2
6259,IN,0,Janet,Vazquez,0
6260,IN,0,Austin,Gonzales,0
6261,IN,0,Austin,Bryant,0
6262,IN,0,Daisy,Sanz,1
6263,IN,0,Janet,Browning,0
6264,IN,0,Janet,Serrano,0
6265,IN,0,Janet,Ramos,0
6266,IN,0,Austin,Alexander,0
6267,IN,0,Austin,Russell,1
6268,IN,0,Janet,Carlson,0
6269,IN,0,Austin,Griffin,0
6270,IN,0,Austin,Diaz,0
6271,IN,0,Austin,Hayes,0
6272,IN,0,Janet,Suarez,1
6273,IN,0,Janet,Sanz,0
6274,IN,0,Austin,Zhang,2
6275,IN,0,Austin,Wang,0
6276,IN,0,Janet,Ortega,0
6277,IN,0,Austin,Chen,0
6278,IN,0,Kristine,Martin,0
6279,IN,0,Austin,Li,2
6280,IN,0,Austin,Yang,0
6281,IN,0,Kristine,Gomez,0
6282,IN,0,Austin,Kumar,0
6283,IN,0,Austin,Lal,1
6284,IN,0,Daisy,Rubio,0
6285,IN,0,Kristine,Ruiz,2
6286,IN,0,Austin,Sharma,0
6287,IN,0,Austin,Shan,2
6288,IN,0,Kristine,Diaz,0
6289,IN,0,Austin,Jai,0
6290,IN,0,Kristine,Hernandez,1
6291,IN,0,Cameron,Henderson,1
6292,IN,0,Kristine,Alvarez,0
6293,IN,0,Cameron,Coleman,0
6294,IN,0,Cameron,Perry,0
6295,IN,0,Cameron,Powell,0
6296,IN,0,Cameron,Long,0
6297,IN,0,Cameron,Patterson,0
6298,IN,0,Cameron,Hughes,0
6299,IN,0,Kristine,Moreno,2
6300,IN,0,Kristine,Munoz,0
6301,IN,0,Cameron,Flores,2
6302,IN,0,Kristine,Alonso,2
6303,IN,0,Cameron,Washington,0
6304,IN,0,Cameron,Butler,1
6305,IN,0,Cameron,Simmons,0
6306,IN,0,Kristine,Romero,0
6307,IN,0,Kristine,Navarro,2
6308,IN,0,Cameron,Foster,2
6309,IN,0,Cameron,Gonzales,0
6310,IN,0,Daisy,Ortega,0
6311,IN,0,Kristine,Gutierrez,0
6312,IN,0,Cameron,Bryant,0
6313,IN,0,Kristine,Dominguez,1
6314,IN,0,Kristine,Gill,0
6315,IN,0,Cameron,Alexander,2
6316,IN,0,Cameron,Russell,0
6317,IN,0,Kristine,Vazquez,0
6318,IN,0,Cameron,Griffin,1
6319,IN,0,Kristine,Blanco,1
6320,IN,0,Cameron,Diaz,1
6321,IN,0,Cameron,Hayes,0
6322,IN,0,Kristine,Serrano,1
6323,IN,0,Kristine,Ramos,2
6324,IN,0,Cameron,Zhang,1
6325,IN,0,Cameron,Wang,0
6326,IN,0,Kristine,Carlson,1
6327,IN,0,Kristine,Suarez,0
6328,IN,0,Cameron,Chen,2
6329,IN,0,Raquel,Hernandez,1
6330,IN,0,Kristine,Sandberg,0
6331,IN,0,Cameron,Li,0
6332,IN,0,Cameron,Yang,0
6333,IN,0,Cameron,Kumar,1
6334,IN,0,Cameron,Lal,0
6335,IN,0,Kristine,Ortega,0
6336,IN,0,Cameron,Sharma,1
6337,IN,0,Cameron,Shan,2
6338,IN,0,Jacquelyn,Martin,1
6339,IN,0,Cameron,Jai,1
6340,IN,0,James,Ross,1
6341,IN,0,Jacquelyn,Gomez,0
6342,IN,0,James,Henderson,1
6343,IN,0,Jacquelyn,Ruiz,2
6344,IN,0,Jacquelyn,Diaz,2
6345,IN,0,James,Coleman,0
6346,IN,0,James,Jenkins,0
6347,IN,0,Jacquelyn,Hernandez,0
6348,IN,0,Jacquelyn,Jimenez,0
6349,IN,0,James,Perry,1
6350,IN,0,James,Powell,1
6351,IN,0,Raquel,Alvarez,0
6352,IN,0,Jacquelyn,Moreno,0
6353,IN,0,James,Long,2
6354,IN,0,Jacquelyn,Munoz,0
6355,IN,0,James,Patterson,1
6356,IN,0,Jacquelyn,Alonso,0
6357,IN,0,Jacquelyn,Romero,1
6358,IN,0,Jacquelyn,Navarro,0
6359,IN,0,Jacquelyn,Gutierrez,0
6360,IN,0,Jacquelyn,Torres,0
6361,IN,0,Jacquelyn,Dominguez,2
6362,IN,0,Jacquelyn,Gill,1
6363,IN,0,Jacquelyn,Vazquez,0
6364,IN,0,Jacquelyn,Blanco,2
6365,IN,0,James,Hughes,0
6366,IN,0,Jacquelyn,Serrano,0
6367,IN,0,James,Flores,0
6368,IN,0,James,Washington,0
6369,IN,0,James,Butler,0
6370,IN,0,James,Simmons,1
6371,IN,0,Jacquelyn,Ramos,0
6372,IN,0,Jacquelyn,Castro,0
6373,IN,0,James,Gonzales,1
6374,IN,0,James,Bryant,0
6375,IN,0,James,Alexander,0
6376,IN,0,James,Russell,2
6377,IN,0,Jacquelyn,Suarez,0
6378,IN,0,Jacquelyn,Saunders,2
6379,IN,0,James,Griffin,2
6380,IN,0,James,Diaz,0
6381,IN,0,Jacquelyn,Rowe,0
6382,IN,0,Jacquelyn,Ortega,0
6383,IN,0,James,Hayes,0
6384,IN,0,James,Zhang,0
6385,IN,0,Ramon,Zhang,0
6386,IN,0,James,West,1
6387,IN,0,James,Chen,1
6388,IN,0,James,Li,0
6389,IN,0,James,Yang,0
6390,IN,0,James,Kumar,1
6391,IN,0,Raquel,Moreno,2
6392,IN,0,Ramon,Chen,0
6393,IN,0,James,Lal,1
6394,IN,0,Ramon,Li,2
6395,IN,0,James,Sharma,1
6396,IN,0,James,Shan,1
6397,IN,0,Ramon,Liu,0
6398,IN,0,James,Jai,0
6399,IN,0,Jonathan,Ross,0
6400,IN,0,Ramon,Yang,1
6401,IN,0,Jonathan,Henderson,0
6402,IN,0,Jonathan,Coleman,0
6403,IN,0,Ramon,Huang,0
6404,IN,0,Jonathan,Jenkins,1
6405,IN,0,Jonathan,Perry,2
6406,IN,0,Jonathan,Powell,0
6407,IN,0,Jonathan,Long,0
6408,IN,0,Jonathan,Patterson,1
6409,IN,0,Jonathan,Hughes,1
6410,IN,0,Jonathan,Flores,0
6411,IN,0,Ramon,Wu,2
6412,IN,0,Ramon,Lin,1
6413,IN,0,Ramon,Zhou,0
6414,IN,0,Jonathan,Washington,2
6415,IN,0,Jonathan,Butler,1
6416,IN,0,Ramon,Ye,2
6417,IN,0,Jonathan,Foster,0
6418,IN,0,Jonathan,Gonzales,0
6419,IN,0,Jonathan,Bryant,2
6420,IN,0,Ramon,Zhao,1
6421,IN,0,Jonathan,Alexander,0
6422,IN,0,Ramon,Lu,0
6423,IN,0,Jonathan,Russell,0
6424,IN,0,Jonathan,Griffin,1
6425,IN,0,Jonathan,Diaz,0
6426,IN,0,Jonathan,Hayes,1
6427,IN,0,Ramon,Xu,0
6428,IN,0,Jonathan,Zhang,0
6429,IN,0,Ramon,Gao,0
6430,IN,0,Ramon,Ma,0
6431,IN,0,Jonathan,Chen,1
6432,IN,0,Ramon,Guo,0
6433,IN,0,Ramon,He,1
6434,IN,0,Jonathan,Li,1
6435,IN,0,Jonathan,Yang,0
6436,IN,0,Ramon,Zheng,2
6437,IN,0,Jonathan,Lal,1
6438,IN,0,Raquel,Alonso,0
6439,IN,0,Ramon,Hu,2
6440,IN,0,Jonathan,Shan,0
6441,IN,0,Ramón,Cai,1
6442,IN,0,Jonathan,Jai,0
6443,IN,0,Ramon,Zeng,1
6444,IN,0,Ramon,She,0
6445,IN,0,Logan,Ross,0
6446,IN,0,Logan,Henderson,0
6447,IN,0,Ernest,Zhang,0
6448,IN,0,Logan,Coleman,1
6449,IN,0,Ernest,Wang,1
6450,IN,0,Logan,Jenkins,0
6451,IN,0,Ernest,Chen,0
6452,IN,0,Logan,Perry,0
6453,IN,0,Logan,Powell,0
6454,IN,0,Logan,Long,0
6455,IN,0,Ernest,Li,0
6456,IN,0,Ernest,Liu,1
6457,IN,0,Logan,Patterson,0
6458,IN,0,Logan,Hughes,2
6459,IN,0,Logan,Flores,2
6460,IN,0,Logan,Washington,1
6461,IN,0,Raquel,Romero,2
6462,IN,0,Ernest,Huang,0
6463,IN,0,Ernest,Wu,0
6464,IN,0,Ernest,Lin,2
6465,IN,0,Logan,Foster,1
6466,IN,0,Ernest,Zhou,0
6467,IN,0,Logan,Gonzales,0
6468,IN,0,Ernest,Ye,2
6469,IN,0,Logan,Bryant,0
6470,IN,0,Ernest,Zhao,0
6471,IN,0,Ernest,Lu,0
6472,IN,0,Logan,Alexander,0
6473,IN,0,Ernest,Xu,0
6474,IN,0,Logan,Griffin,0
6475,IN,0,Logan,Diaz,2
6476,IN,0,Ernest,Sun,0
6477,IN,0,Logan,Hayes,2
6478,IN,0,Ernest,Zhu,0
6479,IN,0,Ernest,Gao,1
6480,IN,0,Logan,Wang,0
6481,IN,0,Ernest,Liang,0
6482,IN,0,Logan,Chow,0
6483,IN,0,Logan,Li,1
6484,IN,0,Zachary,Shan,2
6485,IN,0,Ernest,Guo,0
6486,IN,0,Zachary,Jai,2
6487,IN,0,Ernest,Harrison,1
6488,IN,0,Ethan,Ross,1
6489,IN,0,Ethan,Henderson,0
6490,IN,0,Ernest,Hu,0
6491,IN,0,Ethan,Coleman,0
6492,IN,0,Ethan,Jenkins,0
6493,IN,0,Ethan,Perry,2
6494,IN,0,Ethan,Powell,1
6495,IN,0,Ernest,Zeng,0
6496,IN,0,Ethan,Long,2
6497,IN,0,Ethan,Patterson,0
6498,IN,0,Ernest,She,2
6499,IN,0,Ethan,Hughes,0
6500,IN,0,Raquel,Gutierrez,0
6501,IN,0,Ethan,Flores,1
6502,IN,0,Ethan,Butler,0
6503,IN,0,Ethan,Simmons,0
6504,IN,0,Steve,Wagner,1
6505,IN,0,Steve,Chen,0
6506,IN,0,Steve,Li,2
6507,IN,0,Ethan,Foster,1
6508,IN,0,Ethan,Gonzales,1
6509,IN,0,Steve,Liu,2
6510,IN,0,Ethan,Bryant,0
6511,IN,0,Ethan,Alexander,0
6512,IN,0,Steve,Yang,0
6513,IN,0,Steve,Wu,0
6514,IN,0,Ethan,Russell,0
6515,IN,0,Steve,Lin,2
6516,IN,0,Ethan,Griffin,0
6517,IN,0,Steve,Zhou,0
6518,IN,0,Ethan,Diaz,2
6519,IN,0,Raquel,Torres,0
6520,IN,0,Steve,Ye,0
6521,IN,0,Ethan,Hayes,0
6522,IN,0,Ethan,Zhang,1
6523,IN,0,Ethan,Winston,0
6524,IN,0,Steve,Lu,0
6525,IN,0,Ethan,Chen,0
6526,IN,0,Steve,Xu,2
6527,IN,0,Steve,Sun,1
6528,IN,0,Ethan,Yang,0
6529,IN,0,Steve,Gao,0
6530,IN,0,Ethan,Kumar,1
6531,IN,0,Steve,Ma,0
6532,IN,0,Steve,Liang,0
6533,IN,0,Ethan,Lal,0
6534,IN,0,Steve,Guo,0
6535,IN,0,Ethan,Sharma,1
6536,IN,0,Ethan,Shan,0
6537,IN,0,Ethan,Jai,1
6538,IN,0,Raquel,Dominguez,0
6539,IN,0,Steve,He,0
6540,IN,0,Steve,Zheng,2
6541,IN,0,Steve,Hu,0
6542,IN,0,Steve,Cai,0
6543,IN,0,Steve,Zeng,0
6544,IN,0,Ryan,Ross,2
6545,IN,0,Ryan,Henderson,0
6546,IN,0,Ryan,Coleman,0
6547,IN,0,Ryan,Jenkins,1
6548,IN,0,Micah,Wang,0
6549,IN,0,Ryan,Perry,0
6550,IN,0,Ryan,Powell,2
6551,IN,0,Micah,Chen,2
6552,IN,0,Ryan,Long,0
6553,IN,0,Ryan,Patterson,2
6554,IN,0,Micah,Li,0
6555,IN,0,Raquel,Gill,0
6556,IN,0,Micah,Liu,2
6557,IN,0,Ryan,Hughes,0
6558,IN,0,Ryan,Flores,2
6559,IN,0,Micah,Yang,2
6560,IN,0,Micah,Huang,0
6561,IN,0,Ryan,Washington,0
6562,IN,0,Ryan,Butler,0
6563,IN,0,Micah,Wu,0
6564,IN,0,Ryan,Simmons,0
6565,IN,0,Ryan,Foster,0
6566,IN,0,Micah,Lin,1
6567,IN,0,Ryan,Gonzales,1
6568,IN,0,Ryan,Bryant,2
6569,IN,0,Micah,Zhou,1
6570,IN,0,Ryan,Alexander,1
6571,IN,0,Micah,Ye,0
6572,IN,0,Ryan,Russell,2
6573,IN,0,Micah,Zhao,0
6574,IN,0,Ryan,Griffin,1
6575,IN,0,Ryan,Diaz,2
6576,IN,0,Ryan,Hayes,0
6577,IN,0,Ryan,Zhang,2
6578,IN,0,Micah,Lu,0
6579,IN,0,Ryan,Wang,0
6580,IN,0,Ryan,Chen,0
6581,IN,0,Micah,Xu,2
6582,IN,0,Ryan,Li,0
6583,IN,0,Clarence,Huang,0
6584,IN,0,Reginald,Vazquez,1
6585,IN,0,Reginald,Blanco,0
6586,IN,0,Ryan,Yang,0
6587,IN,0,Ryan,Kumar,0
6588,IN,0,Reginald,Serrano,2
6589,IN,0,Ryan,Lal,2
6590,IN,0,Reginald,Ramos,0
6591,IN,0,Ryan,Shan,0
6592,IN,0,Reginald,Carlson,0
6593,IN,0,Reginald,Suarez,1
6594,IN,0,Ryan,Jai,0
6595,IN,0,Reginald,Sanz,2
6596,IN,0,Reginald,Ortega,0
6597,IN,0,Justin,Ross,1
6598,IN,0,Alberto,Martin,0
6599,IN,0,Clarence,Wu,2
6600,IN,0,Alberto,Gomez,1
6601,IN,0,Justin,Henderson,0
6602,IN,0,Alberto,Ruiz,0
6603,IN,0,Alberto,Diaz,1
6604,IN,0,Justin,Coleman,0
6605,IN,0,Justin,Jenkins,0
6606,IN,0,Justin,Perry,0
6607,IN,0,Alberto,Hernandez,0
6608,IN,0,Justin,Powell,1
6609,IN,0,Alberto,Alvarez,2
6610,IN,0,Justin,Long,0
6611,IN,0,Alberto,Jiménez,2
6612,IN,0,Justin,Patterson,1
6613,IN,0,Justin,Hughes,0
6614,IN,0,Hany,Morcos,2
6615,IN,0,Justin,Flores,1
6616,IN,0,Justin,Washington,1
6617,IN,0,Justin,Butler,1
6618,IN,0,Alberto,Muñoz,0
6619,IN,0,Justin,Simmons,0
6620,IN,0,Justin,Foster,1
6621,IN,0,Justin,Gonzales,0
6622,IN,0,Justin,Bryant,2
6623,IN,0,Alberto,Alonso,1
6624,IN,0,Alberto,Romero,1
6625,IN,0,Justin,Alexander,0
6626,IN,0,Clarence,Lin,0
6627,IN,0,Alberto,Navarro,0
6628,IN,0,Alberto,Gutierrez,0
6629,IN,0,Justin,Russell,1
6630,IN,0,Justin,Griffin,0
6631,IN,0,Justin,Diaz,0
6632,IN,0,Justin,Hayes,0
6633,IN,0,Justin,Zhang,1
6634,IN,0,Alberto,Dominguez,1
6635,IN,0,Alberto,Gill,0
6636,IN,0,Justin,Chen,0
6637,IN,0,Alberto,Blanco,0
6638,IN,0,Alberto,Serrano,0
6639,IN,0,Justin,Li,1
6640,IN,0,Alberto,Ramos,0
6641,IN,0,Justin,Yang,1
6642,IN,0,Justin,Kumar,2
6643,IN,0,Clarence,Zhou,0
6644,IN,0,Alberto,Suarez,2
6645,IN,0,Justin,Lal,0
6646,IN,0,Alberto,Sanz,1
6647,IN,0,Alberto,Rowe,0
6648,IN,0,Justin,Shan,0
6649,IN,0,Justin,Jai,0
6650,IN,0,Alberto,Ortega,1
6651,IN,0,David,Ross,0
6652,IN,0,David,Henderson,1
6653,IN,0,David,Coleman,0
6654,IN,0,Eddie,Martin,0
6655,IN,0,David,Jenkins,1
6656,IN,0,David,Perry,0
6657,IN,0,Eddie,Gomez,2
6658,IN,0,David,Powell,0
6659,IN,0,Eddie,Ruiz,2
6660,IN,0,Eddie,Hernandez,2
6661,IN,0,David,Long,2
6662,IN,0,Eddie,Alvarez,0
6663,IN,0,David,Patterson,2
6664,IN,0,David,Hughes,1
6665,IN,0,Damien,Huang,1
6666,IN,0,Clarence,Ye,2
6667,IN,0,Eddie,Johnsen,2
6668,IN,0,David,Flores,0
6669,IN,0,David,Washington,0
6670,IN,0,David,Butler,0
6671,IN,0,David,Simmons,2
6672,IN,0,David,Foster,0
6673,IN,0,David,Gonzales,1
6674,IN,0,David,Bryant,0
6675,IN,0,David,Alexander,1
6676,IN,0,Eddie,Munoz,2
6677,IN,0,David,Russell,1
6678,IN,0,David,Griffin,0
6679,IN,0,David,Diaz,2
6680,IN,0,David,Hayes,0
6681,IN,0,Eddie,Alonso,0
6682,IN,0,David,Chen,1
6683,IN,0,Eddie,Romero,2
6684,IN,0,David,Li,0
6685,IN,0,David,Yang,0
6686,IN,0,David,Kumar,0
6687,IN,0,Eddie,Navarro,2
6688,IN,0,David,Lal,2
6689,IN,0,Eddie,Gutierrez,2
6690,IN,0,Eddie,Torres,1
6691,IN,0,Eddie,Dominguez,1
6692,IN,0,Eddie,Gill,0
6693,IN,0,David,Shan,0
6694,IN,0,David,Jai,0
6695,IN,0,Benjamin,Ross,1
6696,IN,0,Clarence,Zhao,0
6697,IN,0,Eddie,Vazquez,0
6698,IN,0,Benjamin,Henderson,0
6699,IN,0,Benjamin,Coleman,0
6700,IN,0,Eddie,Serrano,2
6701,IN,0,Eddie,Ramos,1
6702,IN,0,Eddie,Carlson,1
6703,IN,0,Eddie,Suarez,0
6704,IN,0,Eddie,Sanz,1
6705,IN,0,Benjamin,Perry,0
6706,IN,0,Benjamin,Powell,1
6707,IN,0,Eddie,Rubio,1
6708,IN,0,Eddie,Ortega,0
6709,IN,0,Benjamin,Long,0
6710,IN,0,Benjamin,Patterson,0
6711,IN,0,Benjamin,Hughes,0
6712,IN,0,Benjamin,Flores,0
6713,IN,0,Theodore,Martin,1
6714,IN,0,Benjamin,Washington,0
6715,IN,0,Theodore,Gomez,1
6716,IN,0,Benjamin,Butler,0
6717,IN,0,Benjamin,Simmons,0
6718,IN,0,Benjamin,Foster,1
6719,IN,0,Theodore,Ruiz,1
6720,IN,0,Benjamin,Gonzales,2
6721,IN,0,Theodore,Diaz,0
6722,IN,0,Benjamin,Bryant,1
6723,IN,0,Theodore,Hernandez,0
6724,IN,0,Theodore,Alvarez,2
6725,IN,0,Theodore,Jimenez,0
6726,IN,0,Benjamin,Alexander,1
6727,IN,0,Benjamin,Russell,0
6728,IN,0,Theodore,Moreno,0
6729,IN,0,Theodore,Alonso,0
6730,IN,0,Benjamin,Griffin,0
6731,IN,0,Theodore,Romero,0
6732,IN,0,Benjamin,Diaz,0
6733,IN,0,Benjamin,Hayes,0
6734,IN,0,Benjamin,Zhang,0
6735,IN,0,Theodore,Navarro,0
6736,IN,0,Benjamin,Wang,2
6737,IN,0,Benjamin,Chen,0
6738,IN,0,Theodore,Gutierrez,0
6739,IN,0,Benjamin,Li,0
6740,IN,0,Benjamin,Yang,0
6741,IN,0,Theodore,Torres,0
6742,IN,0,Benjamin,Kumar,2
6743,IN,0,Theodore,Dominguez,0
6744,IN,0,Benjamin,Lal,2
6745,IN,0,Benjamin,Sharma,0
6746,IN,0,Benjamin,Shan,0
6747,IN,0,Theodore,Gill,0
6748,IN,0,Benjamin,Jai,0
6749,IN,0,Christian,Ross,0
6750,IN,0,Theodore,Vazquez,1
6751,IN,0,Christian,Henderson,1
6752,IN,0,Theodore,Browning,0
6753,IN,0,Christian,Coleman,1
6754,IN,0,Christian,Jenkins,0
6755,IN,0,Christian,Perry,0
6756,IN,0,Theodore,Serrano,2
6757,IN,0,Christian,Powell,2
6758,IN,0,Christian,Long,2
6759,IN,0,Christian,Patterson,0
6760,IN,0,Theodore,Ramos,1
6761,IN,0,Theodore,Carlson,0
6762,IN,0,Christian,Hughes,0
6763,IN,0,Christian,Flores,0
6764,IN,0,Theodore,Suarez,0
6765,IN,0,Christian,Washington,1
6766,IN,0,Christian,Butler,1
6767,IN,0,Mya,Diaz,1
6768,IN,0,Theodore,Sanz,1
6769,IN,0,Mya,Hayes,0
6770,IN,0,Theodore,Rowe,1
6771,IN,0,Theodore,Ortega,0
6772,IN,0,Caroline,Price,0
6773,IN,0,Caroline,Bennett,0
6774,IN,0,Caroline,Wood,0
6775,IN,0,Caroline,Barnes,1
6776,IN,0,Caroline,Ross,0
6777,IN,0,Tyrone,Gomez,2
6778,IN,0,Caroline,Henderson,1
6779,IN,0,Caroline,Coleman,0
6780,IN,0,Tyrone,Ruiz,2
6781,IN,0,Caroline,Perry,0
6782,IN,0,Tyrone,Diaz,2
6783,IN,0,Tyrone,Hernandez,1
6784,IN,0,Caroline,Long,1
6785,IN,0,Caroline,Patterson,0
6786,IN,0,Tyrone,Alvarez,2
6787,IN,0,Caroline,Hughes,1
6788,IN,0,Clarence,Zhu,0
6789,IN,0,Tyrone,Jimenez,2
6790,IN,0,Caroline,Flores,0
6791,IN,0,Tyrone,Moreno,2
6792,IN,0,Caroline,Washington,1
6793,IN,0,Caroline,Butler,0
6794,IN,0,Caroline,Simmons,0
6795,IN,0,Tyrone,Munoz,1
6796,IN,0,Caroline,Foster,0
6797,IN,0,Caroline,Gonzales,0
6798,IN,0,Tyrone,Alonso,1
6799,IN,0,Caroline,Bryant,1
6800,IN,0,Caroline,Alexander,0
6801,IN,0,Caroline,Russell,2
6802,IN,0,Tyrone,Navarro,0
6803,IN,0,Caroline,Griffin,1
6804,IN,0,Tyrone,Gutierrez,0
6805,IN,0,Tyrone,Dominguez,2
6806,IN,0,Caroline,Diaz,0
6807,IN,0,Cassidy,Price,0
6808,IN,0,Tyrone,Gill,0
6809,IN,0,Cassidy,Bennett,0
6810,IN,0,Clarence,Gao,2
6811,IN,0,Tyrone,Vazquez,0
6812,IN,0,Cassidy,Wood,2
6813,IN,0,Cassidy,Barnes,1
6814,IN,0,Tyrone,Blanco,1
6815,IN,0,Cassidy,Ross,0
6816,IN,0,Cassidy,Henderson,2
